TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,BalanceChange,Day_of_Week,TransactionHour,AverageTransactionAmount,Cluster,DistanceToCentroid,DBSCAN_Cluster,Cluster_Description,AnomalyScore,IsAnomaly,AnomalyLabel,Fraud_Risk_Score
TX000024,AC00453,345.84,2023-05-02 18:25:46,Debit,Fort Worth,D000162,191.82.103.198,M083,Online,22,Student,142,3,1402.5,2024-11-04 08:07:04,1056.66,Tuesday,18,263.41111111111115,2,0.8338691629749307,1,Suspicious Group 1,0.00028377577150906497,1,Normal,62.82
TX000025,AC00241,145.54,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1,1930.96,2024-11-04 08:07:09,1785.42,Thursday,16,193.63444444444445,1,0.42617715550592594,0,Normal,0.19967849026492313,1,Normal,2.27
TX000026,AC00041,7.49,2023-10-20 17:53:13,Credit,Houston,D000671,81.248.235.147,M043,Online,65,Retired,276,1,3634.67,2024-11-04 08:09:44,3642.16,Friday,17,164.24,2,1.4150734104437954,0,Normal,0.07239027178413981,1,Normal,40.93
TX000027,AC00441,246.93,2023-04-17 16:37:01,Debit,Miami,D000046,55.154.161.250,M029,ATM,23,Student,158,5,673.35,2024-11-04 08:11:38,426.42,Monday,16,317.9483333333333,2,0.46183993557514763,2,Suspicious Group 2,-0.07514999896232255,-1,Potential Fraud,85.73
TX000028,AC00057,40.32,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1,2686.52,2024-11-04 08:11:59,2646.2,Wednesday,16,225.52399999999997,1,0.6389073402239679,0,Normal,0.1990679791638243,1,Normal,2.45
TX000029,AC00390,127.45,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,44,Doctor,197,1,1772.06,2024-11-04 08:11:22,1644.61,Tuesday,16,161.08142857142857,2,0.2669922048050827,0,Normal,0.1653082311641096,1,Normal,12.71
TX000030,AC00313,56.17,2023-09-20 16:55:42,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27,Student,283,1,1351.69,2024-11-04 08:08:30,1295.52,Wednesday,16,247.89999999999998,2,1.4414415672903285,0,Normal,0.09828397483741075,1,Normal,33.06
TX000031,AC00367,28.31,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,59,Doctor,20,1,8334.47,2024-11-04 08:09:17,8362.779999999999,Monday,17,233.61428571428573,1,0.8811197228407157,0,Normal,0.13278491021886146,1,Normal,22.58
TX000032,AC00291,59.12,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,29,Doctor,257,1,9823.64,2024-11-04 08:06:58,9764.519999999999,Monday,16,404.0185714285714,2,1.0932440145603692,0,Normal,0.08555849035878171,1,Normal,36.93
TX000033,AC00060,396.45,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,ATM,49,Engineer,168,3,9690.15,2024-11-04 08:11:13,9293.699999999999,Monday,16,388.18,2,0.7449929911106188,1,Suspicious Group 1,-0.014180853379616054,-1,Potential Fraud,67.22
TX000034,AC00359,877.81,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,22,Student,150,1,399.0,2024-11-04 08:07:50,-478.80999999999995,Monday,17,346.53833333333336,0,0.5395322551504357,0,Normal,0.10214821804993579,1,Normal,31.89
TX000035,AC00365,255.26,2023-10-27 16:42:49,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,45,Doctor,50,1,14815.87,2024-11-04 08:10:51,15071.130000000001,Friday,16,197.974,1,0.34361251151541444,0,Normal,0.058454280039696216,1,Normal,45.16
TX000036,AC00267,124.76,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,49,Engineer,45,1,5764.72,2024-11-04 08:06:23,5639.96,Monday,16,200.31099999999998,1,0.39705586457671027,0,Normal,0.1734597375237137,1,Normal,10.23
TX000037,AC00404,78.13,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,26,Student,145,1,900.61,2024-11-04 08:12:18,822.48,Tuesday,16,87.4125,2,0.732577649976854,0,Normal,0.1916794934141809,1,Normal,4.7
TX000038,AC00202,649.28,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,ATM,75,Retired,137,1,4875.86,2024-11-04 08:11:15,4226.58,Thursday,17,310.1766666666667,0,0.6575555259346395,0,Normal,0.15211561998372503,1,Normal,16.71
TX000039,AC00478,795.31,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,ATM,66,Doctor,90,2,7914.88,2024-11-04 08:11:17,7119.57,Thursday,17,435.1857142857143,0,0.36696069865362674,3,Suspicious Group 3,0.0268213055469797,1,Normal,54.77
TX000040,AC00405,335.63,2023-01-24 17:17:20,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,55,Retired,216,1,1019.39,2024-11-04 08:07:32,683.76,Tuesday,17,427.675,2,0.6267148100210471,0,Normal,0.12833044385431225,1,Normal,23.94
TX000041,AC00421,328.47,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,63,Retired,119,1,4323.66,2024-11-04 08:07:31,3995.1899999999996,Monday,18,221.37333333333333,1,0.8703253653957583,0,Normal,0.19582338606011734,1,Normal,3.44
TX000042,AC00480,34.02,2023-01-09 16:13:21,Debit,Philadelphia,D000627,109.105.179.186,M046,Online,38,Doctor,19,1,14214.48,2024-11-04 08:11:45,14180.46,Monday,16,300.8636363636364,1,0.8803683537865571,0,Normal,0.02789231780631307,1,Normal,54.44
TX000043,AC00120,241.42,2023-04-20 18:57:43,Credit,Charlotte,D000198,60.89.202.192,M044,Online,57,Doctor,116,1,13357.02,2024-11-04 08:09:03,13598.44,Thursday,18,290.7633333333333,1,0.7079665951405955,0,Normal,0.11488372074371056,1,Normal,28.02
TX000044,AC00117,55.32,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,19,Student,117,1,241.79,2024-11-04 08:08:03,186.47,Wednesday,16,55.32,1,0.8362824375019481,0,Normal,0.15290590165542195,1,Normal,16.47
TX000045,AC00011,304.31,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,Branch,27,Student,33,1,868.61,2024-11-04 08:09:53,564.3,Wednesday,16,348.3228571428572,1,0.6380497634709579,0,Normal,0.16832068154441499,1,Normal,11.79
TX000046,AC00401,435.27,2023-10-04 17:49:29,Debit,Chicago,D000297,197.162.55.147,M051,Branch,74,Retired,90,1,4673.28,2024-11-04 08:11:12,4238.01,Wednesday,17,276.9216666666667,1,0.8993664934188332,0,Normal,0.18344286958274653,1,Normal,7.2
TX000047,AC00282,164.49,2023-12-13 16:01:38,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,26,Student,75,1,1509.27,2024-11-04 08:10:33,1344.78,Wednesday,16,297.63,1,0.13014376060293276,0,Normal,0.19383468035845053,1,Normal,4.04
TX000048,AC00439,510.24,2023-10-09 16:29:40,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,19,Student,105,1,781.7,2024-11-04 08:11:35,271.46000000000004,Monday,16,465.0899999999999,0,1.064278533124443,0,Normal,0.162377705490942,1,Normal,13.6
TX000049,AC00296,626.9,2023-11-27 16:45:57,Debit,Denver,D000284,93.146.251.20,M023,Online,26,Student,138,1,265.51,2024-11-04 08:07:24,-361.39,Monday,16,389.09749999999997,0,0.7321700668653528,0,Normal,0.1313440902622499,1,Normal,23.02
TX000050,AC00471,22.01,2023-03-27 16:45:18,Credit,Sacramento,D000304,124.6.134.78,M055,Online,41,Engineer,175,1,1335.09,2024-11-04 08:06:31,1357.1,Monday,16,294.90833333333336,2,0.6217622412628149,0,Normal,0.15624372356053706,1,Normal,15.46
TX000051,AC00159,425.34,2023-02-13 16:59:39,Credit,Kansas City,D000661,139.23.212.102,M040,Online,69,Retired,121,1,3907.54,2024-11-04 08:07:07,4332.88,Monday,16,204.82799999999997,1,1.1075865558641438,0,Normal,0.1847177423880762,1,Normal,6.81
TX000052,AC00482,424.56,2023-02-21 17:45:55,Debit,Omaha,D000598,179.43.245.131,M015,Online,51,Engineer,264,1,5183.85,2024-11-04 08:09:02,4759.29,Tuesday,17,265.6716666666667,2,1.3422038716224207,0,Normal,0.11035648306292473,1,Normal,29.4
TX000053,AC00115,85.43,2023-06-07 16:45:34,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,67,Doctor,145,1,14904.9,2024-11-04 08:06:45,14819.47,Wednesday,16,250.6966666666667,2,0.719166975167175,0,Normal,0.055606158260757654,1,Normal,46.02
TX000054,AC00055,169.5,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,Branch,28,Student,142,1,918.88,2024-11-04 08:08:58,749.38,Thursday,16,188.22199999999998,2,0.6614637785619133,0,Normal,0.19712876438567267,1,Normal,3.04
TX000055,AC00419,104.63,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,62,Retired,90,1,4477.78,2024-11-04 08:10:42,4373.15,Wednesday,17,280.6066666666666,1,0.42672508776921986,0,Normal,0.1938865485907541,1,Normal,4.03
TX000056,AC00374,316.95,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,Branch,25,Student,83,1,1324.03,2024-11-04 08:09:15,1007.0799999999999,Friday,17,222.90833333333333,1,0.4868487944990917,0,Normal,0.19426950330834447,1,Normal,3.91
TX000057,AC00271,60.54,2023-12-14 17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,Branch,57,Retired,52,1,3534.93,2024-11-04 08:09:57,3595.47,Thursday,17,142.30599999999998,1,0.4971567649384304,0,Normal,0.18189894680869856,1,Normal,7.67
TX000058,AC00456,292.56,2023-03-03 17:37:41,Credit,Dallas,D000311,198.73.211.114,M075,Branch,68,Retired,61,1,4638.37,2024-11-04 08:07:49,4930.93,Friday,17,280.9636363636364,1,0.3683164950858793,0,Normal,0.19089418643612416,1,Normal,4.94
TX000059,AC00143,386.52,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,48,Engineer,28,1,5630.61,2024-11-04 08:07:09,5244.09,Friday,16,275.756,1,0.886225774094281,0,Normal,0.15357226015830278,1,Normal,16.27
TX000060,AC00427,112.07,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,23,Student,51,1,930.3,2024-11-04 08:11:37,818.23,Monday,16,266.39444444444445,1,0.3598334601727912,0,Normal,0.17530825165392133,1,Normal,9.67
TX000061,AC00438,568.52,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,46,Engineer,152,1,5499.91,2024-11-04 08:06:25,4931.389999999999,Friday,18,165.69125,0,1.0045861603440955,0,Normal,0.1517442131904771,1,Normal,16.83
TX000062,AC00002,263.99,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,Branch,79,Retired,227,2,4175.02,2024-11-04 08:11:03,3911.0300000000007,Tuesday,16,293.7442857142857,2,0.607009743147161,3,Suspicious Group 3,0.02379753416180641,1,Normal,55.68
TX000063,AC00425,349.64,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,48,Engineer,226,1,6651.62,2024-11-04 08:08:09,6301.98,Tuesday,16,355.30571428571426,2,0.7594020504241743,0,Normal,0.1294502120726122,1,Normal,23.6
TX000064,AC00325,601.4,2023-05-30 17:43:25,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,56,Engineer,104,1,8458.29,2024-11-04 08:08:01,9059.69,Tuesday,17,331.656,0,0.7588866522527138,0,Normal,0.1469210586818857,1,Normal,18.29
TX000065,AC00434,5.77,2023-11-02 16:01:40,Debit,Charlotte,D000461,155.164.18.235,M071,Online,50,Doctor,124,1,13988.12,2024-11-04 08:11:32,13982.35,Thursday,16,257.0142857142857,1,1.0167984771977778,0,Normal,0.06752156731930381,1,Normal,42.4
TX000066,AC00242,201.33,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,42,Engineer,186,1,2585.07,2024-11-04 08:11:41,2786.4,Wednesday,17,145.5211111111111,2,0.03338384839520103,0,Normal,0.17335533892619298,1,Normal,10.26
TX000067,AC00319,298.42,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,56,Retired,225,1,3014.75,2024-11-04 08:10:12,2716.33,Tuesday,16,333.68600000000004,2,0.6376767339448144,0,Normal,0.1362224591229395,1,Normal,21.54
TX000068,AC00460,521.06,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,25,Student,128,1,1951.42,2024-11-04 08:12:10,1430.3600000000001,Tuesday,18,464.195,0,1.0340166271588869,0,Normal,0.16612536907601944,1,Normal,12.46
TX000069,AC00461,117.28,2023-02-09 16:34:53,Credit,Austin,D000128,46.150.175.171,M057,Online,60,Engineer,16,1,3665.77,2024-11-04 08:07:11,3783.05,Thursday,16,167.73333333333332,1,0.7843148459912983,0,Normal,0.1442434824683017,1,Normal,19.1
TX000070,AC00395,189.12,2023-11-13 16:42:28,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,32,Engineer,103,1,977.01,2024-11-04 08:08:42,1166.13,Monday,16,317.4166666666667,1,0.4991399365583467,0,Normal,0.19033654119024107,1,Normal,5.11
TX000071,AC00217,133.55,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,44,Engineer,220,1,3846.28,2024-11-04 08:10:18,3712.73,Tuesday,16,232.59666666666666,2,0.5060783068642082,0,Normal,0.14238269123127584,1,Normal,19.67
TX000072,AC00053,143.21,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,Online,35,Engineer,135,1,6374.82,2024-11-04 08:09:26,6231.61,Friday,17,100.47285714285715,2,0.776422275216743,0,Normal,0.1919239265891043,1,Normal,4.62
TX000073,AC00282,24.77,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,62,Retired,55,1,5866.01,2024-11-04 08:12:15,5841.24,Tuesday,18,297.63,1,0.5935736522941505,0,Normal,0.16261170295941213,1,Normal,13.53
TX000074,AC00110,233.92,2023-10-20 16:54:28,Credit,Jacksonville,D000295,152.140.239.181,M046,Online,26,Student,280,1,6537.62,2024-11-04 08:08:45,6771.54,Friday,16,313.47125,2,1.3239498493988366,0,Normal,0.09910105308690587,1,Normal,32.81
TX000075,AC00265,1212.51,2023-10-04 16:36:29,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,20,Student,24,1,605.95,2024-11-04 08:06:51,-606.56,Wednesday,16,439.2888888888889,0,1.8767270913876666,0,Normal,0.000402153476665168,1,Normal,62.79
TX000076,AC00239,232.12,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,ATM,37,Engineer,51,1,6689.87,2024-11-04 08:09:17,6457.75,Thursday,17,207.22799999999998,1,0.2850992007218673,0,Normal,0.1854270101267389,1,Normal,6.6
TX000077,AC00007,162.63,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,Online,22,Student,113,1,634.17,2024-11-04 08:08:22,471.53999999999996,Monday,17,299.07599999999996,1,0.6485188082836105,0,Normal,0.1794449876029715,1,Normal,8.41
TX000078,AC00022,91.53,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05,2024-11-04 08:11:36,14584.519999999999,Monday,16,193.92000000000002,1,0.3348634330456447,0,Normal,0.04940797272048514,1,Normal,47.91
TX000079,AC00464,120.29,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,Branch,19,Student,77,1,1362.39,2024-11-04 08:06:50,1242.1000000000001,Monday,18,337.77125,1,0.2682808075785004,0,Normal,0.19271694269528739,1,Normal,4.38
TX000080,AC00014,174.25,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,50,Doctor,67,1,10528.34,2024-11-04 08:10:29,10354.09,Monday,18,348.25333333333333,1,0.053510266480922684,0,Normal,0.1523183094647899,1,Normal,16.65
TX000081,AC00406,183.71,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,ATM,38,Engineer,102,1,552.52,2024-11-04 08:09:51,368.80999999999995,Monday,18,183.71,1,0.48520833583480355,0,Normal,0.17957174438502288,1,Normal,8.38
TX000082,AC00445,345.39,2023-10-23 17:13:57,Credit,Phoenix,D000097,131.41.45.13,M081,Online,58,Engineer,80,1,6451.96,2024-11-04 08:08:16,6797.35,Monday,17,357.5,1,0.5615644802548105,0,Normal,0.19376730379080026,1,Normal,4.06
TX000083,AC00236,922.55,2023-01-23 16:32:48,Debit,Detroit,D000206,21.97.154.92,M004,ATM,63,Retired,87,1,4715.84,2024-11-04 08:11:07,3793.29,Monday,16,345.3999999999999,0,0.537990629200851,0,Normal,0.10048514898866029,1,Normal,32.39
TX000084,AC00220,259.91,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86,2024-11-04 08:09:38,6916.95,Monday,16,425.175,2,0.33761937440854567,0,Normal,0.1764927606823355,1,Normal,9.31
TX000085,AC00140,154.71,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,34,Doctor,157,1,1523.72,2024-11-04 08:09:42,1369.01,Monday,16,150.40285714285713,2,0.46254693556834664,0,Normal,0.19089172746360789,1,Normal,4.94
TX000086,AC00098,1340.19,2023-09-29 17:22:10,Credit,Austin,D000574,165.114.224.47,M012,Online,54,Engineer,30,1,8654.28,2024-11-04 08:06:53,9994.470000000001,Friday,17,642.514,0,2.1632792337230837,0,Normal,-0.01820645990249814,-1,Potential Fraud,68.44
TX000087,AC00303,24.56,2023-10-20 17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,64,Doctor,69,1,9869.93,2024-11-04 08:12:05,9845.37,Friday,17,498.2416666666666,1,0.5641967811320728,0,Normal,0.14171188370012416,1,Normal,19.87
TX000088,AC00373,568.07,2023-08-28 17:03:53,Debit,Washington,D000018,8.243.4.138,M054,ATM,48,Doctor,115,1,10556.81,2024-11-04 08:07:32,9988.74,Monday,17,222.35444444444445,0,0.8563450371836407,0,Normal,0.1260888802655606,1,Normal,24.62
TX000089,AC00438,9.61,2023-06-22 18:37:29,Credit,San Diego,D000453,132.127.5.187,M043,Online,58,Doctor,179,1,12883.91,2024-11-04 08:09:10,12893.52,Thursday,18,165.69125,2,0.648937282474164,0,Normal,0.0830676058704628,1,Normal,37.68
TX000090,AC00437,392.96,2023-11-20 16:28:09,Debit,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1,791.65,2024-11-04 08:08:38,398.69,Monday,16,230.5425,1,0.8339571971659265,0,Normal,0.18207209365077542,1,Normal,7.62
TX000091,AC00106,716.93,2023-09-14 16:49:33,Credit,Milwaukee,D000322,101.223.82.253,M052,Online,60,Retired,34,1,4064.02,2024-11-04 08:08:12,4780.95,Thursday,16,344.03,0,1.209824312521375,0,Normal,0.12484348905821813,1,Normal,25.0
TX000092,AC00310,223.85,2023-10-02 16:36:10,Debit,Kansas City,D000481,133.223.159.151,M009,ATM,53,Engineer,55,4,2929.91,2024-11-04 08:08:01,2706.06,Monday,16,439.97714285714284,1,0.22155666490346768,4,Suspicious Group 4,-0.02988810208237791,-1,Potential Fraud,71.99
TX000093,AC00149,230.66,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,21,Student,135,1,618.05,2024-11-04 08:10:44,387.39,Monday,18,369.68333333333334,2,0.7651616839273544,0,Normal,0.1803122211444787,1,Normal,8.15
TX000094,AC00373,442.12,2023-12-21 16:37:03,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,19,Student,260,1,1375.8,2024-11-04 08:08:21,933.68,Thursday,16,222.35444444444445,2,1.3335531981950406,0,Normal,0.09504361222235469,1,Normal,34.05
TX000095,AC00425,644.17,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,29,Engineer,72,1,1143.52,2024-11-04 08:08:04,499.35,Thursday,16,355.30571428571426,0,0.8568283111626845,0,Normal,0.1526525272174062,1,Normal,16.55
TX000096,AC00010,508.68,2023-06-26 16:16:50,Credit,Mesa,D000622,193.108.17.115,M048,Branch,51,Engineer,127,1,7708.41,2024-11-04 08:09:32,8217.09,Monday,16,395.5242857142857,0,1.07341397513252,0,Normal,0.16497915769928373,1,Normal,12.81
TX000097,AC00348,858.63,2023-04-18 17:27:23,Credit,San Francisco,D000019,175.230.206.232,M002,Branch,27,Student,185,1,1872.96,2024-11-04 08:10:47,2731.59,Tuesday,17,361.24,0,1.0091370042165195,0,Normal,0.09486484941247919,1,Normal,34.1
